composer,intervallic_entropy,melodic_entropy, average_nPVI, meter,date,rhythm_entropy
Mendelssohn,2.37744,2.85828,60,6/8,1830,1.97511
Mendelssohn,2.22281,2.69509,23.3333,6/8,1830,0.702467
Macdowell,2.30161,2.6037,60.5361,6/8,1898,2.15564
Mendelssohn,2.33821,2.58952,2.66667,2/4,1830,0.995727
Mendelssohn,2.50956,2.95131,45.9259,2/4,1830,1.26381
Mendelssohn,2.35275,1.92417,16.6667,2/2,1830,1.43552
Mendelssohn,2.23837,2.91835,4.30108,2/2,1830,0.33729
Mendelssohn,2.90531,2.83978,18.4615,2/2,1830,1.39958
Mendelssohn,2.44284,2.70613,57.0259,4/4,1828
Mendelssohn,2.69681,2.92288,2.08333,2/2,1828
Mendelssohn,2.6796,2.48313,14.5756,2/2,1828
Mendelssohn,2.37456,2.60985,33.3333,2/2,1828
Mendelssohn,3.17744,2.82865,48.6111,4/4,1830
Macdowell,2.67034,2.78086,55.3846,4/4,1898,1.83524
Mendelssohn,2.61598,2.47055,50,4/4,1830
Mendelssohn,2.86669,2.82429,33.6842,4/4,1830
Mendelssohn,1.97175,1.67674,70.1587,4/4,1839,1.79248
Mendelssohn,2.7715,3.00347,14.5238,2/2,1839,0.67468
Mendelssohn,2.83496,2.90727,54.2857,2/2,1839,1.47722
Mendelssohn,2.6245,2.90036,30.8889,2/2,1839,1.55049
Mendelssohn,2.89741,2.51266,36.0784,2/2,1839,1.65774
Mendelssohn,2.85988,2.77292,72.1693,4/4,1829,2.04306
Mendelssohn,2.55938,2.90156,36,4/4,1829,1.02146
Mendelssohn,2.6319,2.64998,17.5439,4/4,1829,0.591673
Macdowell,2.72322,2.9037,53.4694,6/8,1898,1.88925
Mendelssohn,2.64998,2.84237,61.9608,4/4,1829,1.18129
Mendelssohn,2.64264,2.57448,20,2/4,1829,0.944489
Mendelssohn,2.98418,2.98418,61.3919,3/4,1829,2
Mendelssohn,2.69313,2.90769,87.4074,12/8,1829,1.38443
Mendelssohn,2.72472,3.02304,43.0159,12/8,1829,1.75748
Mendelssohn,2.68872,2.81977,82.9467,4/4,1838,2.25887
Mendelssohn,2.58496,2.52206,33.3333,4/4,1838,1.06128
Mendelssohn,2.68307,2.47031,25.9259,4/4,1838,0.742488
Mendelssohn,2.54488,2.45792,72.2222,3/4,1838,1.39958
Macdowell,2.74806,2.62948,58.9899,2/2,1897,2.14926
Mendelssohn,2.18375,2.49954,35.6044,2/4,1838,1.7274
Mendelssohn,2.75705,3.15121,18.6667,2/4,1838,0.491237
Mendelssohn,2.49204,2.70839,26.2963,2/4,1838,1.2143
Mendelssohn,2.94487,2.99816,6.17284,12/8,1838,0.785691
Mendelssohn,2.72013,2.93626,67.0588,12/8,1838,1.80164
Mendelssohn,2.93872,2.55875,59.1111,12/8,1838,1.83803
Mendelssohn,2.93472,2.90869,37.7778,4/4,1838,1.30617
Mendelssohn,2.43513,2.90517,38.7619,4/4,1838,1.53014
Mendelssohn,2.25308,2.80196,6.06061,3/4,1838,0.912316
Mendelssohn,2.88551,2.7744,49.0476,4/4,1838,1.83393
Macdowell,2.74839,2.53624,60,2/2,1897,0.831544
Mendelssohn,2.63183,2.44025,28.1704,4/4,1838,1.68548
Mendelssohn,2.85367,2.83009,33.3333,3/4,1838,0.892943
Mendelssohn,2.57733,2.74473,24.5614,3/4,1838,0.721928
Mendelssohn,3.11946,3.13846,48.4848,4/4,1827,2.02043
Mendelssohn,2.93582,2.95363,20.5128,6/8,1827,0.863121
Mendelssohn,2.61598,2.87685,47.1111,6/8,1827,0.913283
Mendelssohn,2.48171,2.99908,31.345,4/4,1830,1.69093
Mendelssohn,2.25569,2.83866,43.4921,6/8,1830,1.60431
Mendelssohn,2.62473,2.85115,62.8571,6/8,1830,1.6494
Mendelssohn,2.7838,2.85633,48.8889,4/4,1835,1.95082
Macdowell,2.5281,2.67249,77.7551,2/2,1897,2
Mendelssohn,2.60615,2.97277,28.8889,3/8,1835,1.56177
Mendelssohn,2.63856,2.71322,29.4872,6/8,1835,1.29879
Mendelssohn,2.65767,2.98992,24.0079,2/4,1837,1.02112
Mendelssohn,2.76903,2.80888,20.3704,6/8,1837,0.884184
Mendelssohn,2.46968,3.08377,27.451,3/4,1841,0.803072
Mendelssohn,2.87314,2.81507,36.1404,9/8,1841,0.937301
Mendelssohn,2.96632,3.06703,30.303,4/4,1841,0.619382
Mendelssohn,2.69785,2.89741,73.9755,4/4,1841,2.40468
Mendelssohn,3.27266,3.02059,39.7884,4/4,1844,1.67534
Mendelssohn,2.7296,2.72425,30.3064,2/4,1844,1.68056
Macdowell,2.5172,3.0106,59.65,3/4,1884,2.4478
Macdowell,2.21895,2.49216,126.564,6/8,1897,2.25914
Mendelssohn,2.85788,2.83362,67,9/8,1844,1.40293
Mendelssohn,2.60316,3.30565,40.3333,6/8,1844,1.54554
Mendelssohn,2.89892,2.93986,46.6165,2/4,1844,1.67674
Mendelssohn,2.53723,2.9547,20,6/8,1845,0
Mendelssohn,2.75741,2.64888,21.6667,3/4,1845,0.892943
Macdowell,2.44525,3.1115,23.1602,6/8,1897,1.44475
Mendelssohn,2.80113,2.66664,66.3909,3/4,1840
Mendelssohn,2.76381,2.70839,30.7246,6/8,1840
Mendelssohn,2.24698,3.01219,47.5362,6/8,1840
Mendelssohn,2.55805,2.58101,81.6667,6/8,1840
Mendelssohn,2.66096,2.53935,76.3636,6/8,1840
Mendelssohn,2.25119,2.56185,51.8519,2/4,1840
Mendelssohn,2.64721,2.93366,26.455,2/4,1840
Mendelssohn,2.7744,2.52494,32.9365,2/4,1840
Mendelssohn,2.31662,2.36307,78.5631,2/4,1840
Macdowell,2.48679,2.68402,24.4444,2/4,1897,1.32446
Mendelssohn,2.75274,2.87603,104.351,2/2,1840
Mendelssohn,2.54145,2.42193,43.037,2/2,1840
Mendelssohn,2.72425,2.31613,67.5595,2/2,1840
Mendelssohn,2.90005,2.75506,55.1515,6/8,1840
Mendelssohn,3.00274,2.77094,72.5,6/8,1833,1.11808
Mendelssohn,2.90005,2.75506,45.9259,6/8,1833,1.37878
Mendelssohn,2.71996,2.8871,40.2597,6/8,1833,1.12164
Mendelssohn,2.35353,1.66918,73.195,4/4,1833,2.12193
Mendelssohn,2.86268,2.99908,37.9365,4/4,1833,1.77942
Mendelssohn,2.7899,2.70929,33.8462,4/4,1833,1.63482
Macdowell,2.82878,2.954,48.8889,4/4,1897,1.33282
Mendelssohn,2.09859,2.96815,21.0526,4/4,1833,0.60984
Mendelssohn,2.6037,2.98418,8.88889,3/4,1833,1.24756
Mendelssohn,2.67449,2.57918,25.7151,4/4,1833,0.591673
Mendelssohn,2.87448,2.64771,28.3337,4/4,1833,0.242292
Mendelssohn,2.6568,2.65148,58.1348,4/4,1833,1.93114
Mendelssohn,1.95268,2.75506,41.0256,4/4,1832
Mendelssohn,2.67803,2.28448,57.5865,2/2,1832
Mendelssohn,2.6416,2.53049,55.0183,2/2,1832
Macdowell,2.52382,2.28666,29.8039,2/4,1897,0.970951
Mendelssohn,2.57019,2.83256,71.5193,3/4,1832
Mendelssohn,2.606,2.72454,15.4545,3/4,1832
Mendelssohn,2.96558,2.75506,73.6797,2/4,1832
Mendelssohn,2.7899,2.49439,23.4921,4/4,1832
Mendelssohn,2.76596,2.32821,43.3333,4/4,1832
Mendelssohn,2.65656,2.3899,14,4/4,1832
Mendelssohn,2.53661,2.53661,10.2564,4/4,1832
Mendelssohn,2.58203,2.62473,81.7172,4/4,1832
Mendelssohn,2.7899,2.65656,6.66667,3/4,1840,0.439497
Macdowell,2.60869,2.76596,28.8879,2/4,1897,1.32943
Mendelssohn,2.5734,2.94622,38.1905,4/4,1840,1.67674
Mendelssohn,2.12095,2.80735,67.7922,4/4,1840,1.5
Mendelssohn,2.52296,2.54837,8.08081,6/8,1840,0.787127
Mendelssohn,2.60624,2.65656,24.2424,4/4,1840,0.77935
Mendelssohn,2.21885,2.92745,48.8889,4/4,1840,1.73815
Mendelssohn,2.66818,2.88452,5.33333,4/4,1845,0.391244
Mendelssohn,2.94504,2.69478,80.9524,4/4,1845,1.82561
Mendelssohn,2.80004,2.54979,43.1973,4/4,1845,1.82282
Mendelssohn,2.28307,2.88888,78.1481,9/8,1845,1.44882
Mendelssohn,2.67803,2.43226,72,9/8,1845,1.57986
Macdowell,2.29547,2.18951,37.9365,3/8,1884,1.19812
Mendelssohn,2.14145,3.0037,4.7619,2/4,1845,0.353359
Mendelssohn,2.72721,2.7378,39,6/8,1845,1.56837
Mendelssohn,2.93469,2.48229,65.0159,6/8,1845,1.50903
Mendelssohn,2.62614,3.15119,50,2/4,1842,1.23619
Meyerbeer,2.29526,2.85631,38.8314,4/4,1849,1.78124
Meyerbeer,2.86407,2.85357,49.8061,4/4,1849,1.44662
Macdowell,2.51723,2.55284,29.1667,2/4,1896,0.977418
Macdowell,2.64979,2.52399,36.3636,9/8,1896,0.543564
Macdowell,2.62278,2.68128,32.1569,6/8,1896,1.27516
Macdowell,1.90423,2.9206,37.4603,2/4,1884,1.14332
Macdowell,2.20511,1.87267,97.2727,3/2,1896,1.85429
Macdowell,2.40564,2.57782,60,3/4,1896,1.79248
Moszkowski,2.67656,3.04174,48.8889,3/8,1892,0.94566
Macdowell,2.49197,2.36675,59.0476,2/2,1896,1.46048
Mozart,3.06497,2.83256,51.5152,4/4,1788,2.17691
Macdowell,2.96558,2.94504,36.1899,3/2,1896,1.74647
Macdowell,2.33732,2.86928,32.665,2/4,1896,1.80476
Macdowell,2.6037,2.52821,69.2277,4/4,1896,2.1391
Mozart,2.88888,2.9845,61.5873,4/4,1785,1.86096
Mozart,2.46596,2.44644,44.4444,4/4,1785,0.811278
Mozart,2.24708,2.54453,40.9524,3/4,1785,1.75343
Mozart,3.11215,2.98679,49.1005,2/4,1785,1.4619
Mozart,1.91427,2.77926,42.0238,2/4,1785,1.54515
Mahler,2.28416,2.45083,11.1111,4/4,1884
Mahler,2.07133,2.92215,27.2727,2/2,1884
Mahler,2.60811,2.6515,39.9773,2/2,1884
Mahler,2.22561,2.13339,64,4/4,1884
Macdowell,2.6756,2.96558,40,2/4,1884,0.591673
Mahler,2.6342,2.39376,37.0833,3/4,1884
Mozart,2.2441,3.06977,38.6466,4/4,1791,1.91997
Mozart,2.22193,2.54145,66.7513,4/4,1791,2.05504
Mahler,2.84368,2.72724,51.3725,3/4,1884
Mozart,3.12888,2.5845,67.2222,6/8,1791,0.468996
Mozart,2.57095,2.54145,53.0598,6/8,1791,1.37164
Mahler,2.26436,2.68234,35.9504,4/4,1884
Mahler,2.11058,2.8199,52.5,4/4,1884
Mahler,2.85302,2.65883,38.3333,2/2,1884
Mahler,2.58842,2.85367,63.5498,2/2,1884
Mahler,2.73047,2.68481,36.4444,2/2,1884
Mahler,2.58958,2.99384,50.4779,4/4,1888
Mahler,2.73131,2.94537,63.8384,4/4,1888
Mahler,3.12165,2.66763,73.7957,4/4,1888
Mozart,2.4922,2.13093,36.9524,2/2,1782,1.85539
Mozart,2.4753,2.70363,34.5098,3/8,1782,1.22858
Mozart,2.94461,2.74771,47.6786,3/4,1768,1.46746
Mozart,3.10539,2.79248,61.884,4/4,1790
Mozart,1.97957,2.62165,21.1765,2/2,1790
Mozart,2.51744,2.9614,21.6667,2/2,1787
Mozart,2.66899,2.54364,13.6508,2/2,1787
Macdowell,2.69509,2.71779,35.8333,2/4,1884,1.37928
Mahler,2.0783,2.93469,20.3509,4/4,1888
Mozart,2.93604,2.8451,104.092,4/4,1781
Mozart,2.87382,2.77543,97.9626,4/4,1791,2.23352
Mozart,2.45928,2.60222,9.87654,4/4,1791,0.863121
Mozart,2.09899,3.03832,21.1765,2/2,1786
Mozart,2.57559,2.33926,35,2/2,1786
Mozart,2.32428,2.53661,78.6984,2/2,1786
Mozart,2.69478,3.09003,10.2564,2/2,1786
Mozart,2.71996,2.71322,33.5156,2/2,1786
Mozart,2.99508,2.97947,16.369,4/4,1775,0.791858
Mozart,3.08728,2.83776,64.6154,4/4,1775,2.02051
Mahler,2.85846,2.77318,22.2222,3/8,1888
Mozart,2.90226,2.78194,59.7538,4/4,1786
Mozart,2.90005,2.61006,58.0952,4/4,1786
Mozart,2.56128,2.9619,39.5873,4/4,1785,1.96059
Mozart,2.50566,2.59324,39.1534,4/4,1785,1.16256
Mozart,2.50469,2.92745,59.9365,3/8,1785,1.54659
Mozart,3.11808,3.11354,32.5,2/2,1785,1.39215
Mozart,2.94145,2.62821,63.0281,2/2,1785,2.28925
Mozart,2.85828,2.81634,26.2626,4/4,1787,1.54659
Mozart,2.83659,2.90576,56.2698,4/4,1787,1.77833
Mozart,3.05309,3.16899,52.3333,3/8,1787,1.75441
Mahler,2.67034,2.64979,33.8462,3/8,1888
Mozart,2.7822,2.892,25.3968,2/2,1787,0.99403
Mozart,2.73401,3.08362,31.4286,4/4,1785,1.93648
Mozart,2.75741,3.1076,17.7778,3/4,1785,0
Mozart,2.71533,2.80004,80.6491,3/4,1785,1.33827
Mozart,2.80105,3.02414,63.8528,3/4,1785,1.89185
Mahler,2.38338,3.04056,4.16667,3/8,1888
Mozart,2.73957,2.55591,22.5397,4/4,1785,1.39215
Mozart,2.64696,2.55034,58.8095,4/4,1785,2.21097
Mozart,3.0875,2.68547,43.6591,6/8,1785,1.54169
Mozart,2.80869,2.42322,23.5556,3/4,1785,1.53064
Mozart,2.54248,2.18367,100,3/4,1785,1
Mozart,2.94041,2.48527,73.4762,6/8,1785,1.59171
Mozart,2.6645,3.09307,30.3704,2/2,1785,1.29546
Mozart,2.24708,2.60481,40.4082,6/8,1785,1.44882
Mozart,2.92585,2.6206,35.2817,3/4,1785,1.49111
Mozart,2.75213,2.74217,52.6316,2/4,1785,0.77935
Mahler,2.9037,2.36596,9.52381,3/8,1888
Mozart,2.8245,2.69302,33.6667,6/8,1785,1.22073
Mozart,2.6494,2.57782,89.3611,3/4,1785,2.29248
Mozart,2.54145,2.76596,57.1429,3/4,1785,1.64022
Mozart,3.19716,2.62135,40.2778,4/4,1785,1.37528
Mozart,2.58203,2.8871,27.619,2/4,1785,1.19946
Mozart,2.43935,2.94644,19.5238,3/4,1785,1.24756
Mozart,2.86991,2.67179,41.5646,3/4,1785,1.14007
Mozart,2.60982,2.68163,40.3922,2/4,1785,1.86797
Mozart,2.69866,2.98423,47.3333,4/4,1785,1.48853
Mozart,2.32486,2.75343,50.8333,3/4,1785,1.68548
Mahler,1.94174,2.86818,46.6667,3/8,1888
Mozart,2.71521,2.85115,48.0808,4/4,1785,1.5
Mozart,3.04037,2.954,56.4146,3/4,1785,1.90151
Mozart,3.02193,2.80869,9.52381,3/4,1785,1
Mozart,2.84022,2.65656,65,3/4,1785,1.0958
Mozart,2.93988,2.87413,21.0526,2/4,1785,0.468996
Mozart,2.69478,2.234,45,2/2,1786,1.93012
Mozart,2.52322,2.57095,41.9683,3/4,1786,2.00786
Mozart,2.14713,2.85366,45.999,3/4,1786,1.81903
Mozart,3.11808,3.02717,102.774,3/4,1786,2.73451
Mozart,2.44145,3.00869,23.0787,2/4,1786,0.811278
Mahler,2.00786,2.48346,29.6296,4/4,1888
Mahler,3.10188,2.37456,41.0256,4/4,1888
Mahler,2.36589,2.31574,19.0476,4/4,1888
Mozart,2.81123,2.39374,50.1865,4/4,1789,1.37526
Mozart,2.39495,2.53161,24.9123,3/4,1789,1.15422
Mozart,2.53187,2.67937,26.6667,3/4,1789,1.34722
Mozart,2.92325,2.78488,43.5088,2/4,1789,1.44115
Mozart,2.87382,2.99468,22.2222,4/4,1790,0.543564
Mozart,2.73957,2.97356,22.2222,3/4,1790,0.439497
Mozart,2.78064,2.81128,69.3506,4/4,1790,1.98777
Mozart,2.80004,2.90531,44.4444,3/4,1790,1.05298
Mozart,3.04248,2.95915,24.5614,6/8,1790,0.721928
Macdowell,2.10429,2.58426,43.5897,2/4,1884,1.37878
Mahler,2.90967,2.73394,54.5841,4/4,1888
Mozart,2.69478,2.43927,37.1429,4/4,1788,1.10331
Mozart,2.47125,3.17353,68.5119,6/8,1787,1.5789
Mahler,2.40136,2.36991,93.0952,4/4,1888
Mahler,2.67803,2.8559,54.6667,3/4 4/4 3/4 4/4,1888
Mahler,2.70333,2.92268,50.1754,4/4,1888
Mahler,1.44453,1.66025,12.9032,4/4,1892
Mozart,2.32475,2.4578,74.972,4/4,1781,2.05607
Mozart,2.14402,2.54453,18.0952,4/4,1781,0.543564
Mozart,2.5902,2.42769,57.4926,3/4,1781,2.19716
Mozart,2.91044,2.64331,59.1491,2/2,1781,2.25
Mozart,2.98423,2.46924,11.1111,3/4,1781,0.391244
Mozart,2.95282,2.6494,69.9481,3/4,1781,1.61401
Mozart,2.64644,2.50161,22.2222,2/4,1781,1.12164
Mahler,2.07167,3.12745,38.4724,4/4,1892
Mahler,2.92971,2.69982,33.1169,4/4,1892
Mahler,2.57019,2.39232,27.9167,4/4 3/4,1892
Mozart,3.17603,2.80566,61.303,4/4,1782,2.01514
Mozart,2.80004,3.03637,108.971,3/4,1782,2.25
Mozart,2.27095,2.66096,37.7778,2/4,1782,1.40564
Mozart,2.66888,2.83973,58.4704,4/4,1782,2.1307
Mozart,3.03637,2.234,51.746,3/4,1782,1.70338
Mozart,2.25887,2.66387,75.5556,2/4,1782,1.46048
Mozart,2.63614,2.85631,32.5926,4/4,1782,1.5
Mozart,2.75512,3.06977,22.2222,4/4,1782,0.702467
Mozart,2.53366,2.7493,28.0272,2/4,1782,1.42473
Mahler,2.48489,2.69469,74.709,4/4,1892
Mozart,2.85663,2.90181,22.2222,6/8,1782,0.63431
Mozart,2.50469,2.89106,49.8413,2/4,1784,1.72323
Mozart,2.66123,2.19969,13.3333,3/4,1784,0.439497
Mozart,2.66353,2.64696,35.2941,3/4,1784,0.650022
Mozart,2.49302,2.49492,50.4762,2/4,1784,2.10796
Mozart,2.64208,2.51897,71.1111,6/8,1784,1.87102
Mozart,3.38418,2.92193,58.4127,3/4,1784,1.67742
Mozart,2.42594,3.09869,27.2727,2/4,1784,0.866314
Mozart,2.11481,2.62925,9.52381,2/4,1784,0.353359
Mozart,2.69238,2.54952,65,3/4,1784,1.53049
Mahler,2.34572,2.13926,38.1818,3/8,1892
Mozart,1.98875,2.3719,36.044,3/4,1784,1.14883
Mozart,2.82424,2.8065,65.641,3/4,1784,1.32161
Mozart,3.04642,3.20771,82.9167,4/4,1784,2.13935
Mozart,2.89741,2.954,65,6/8,1784,0.873981
Mozart,2.81634,3.01688,33.3333,4/4,1785,1.4716
Mozart,3.16937,2.76897,39.4141,2/2,1785,1.45742
Mozart,2.71078,3.01688,48.8817,4/4,1785,2.23346
Mozart,2.75,2.70282,66.6667,3/4,1785,0
Mozart,2.68259,2.59958,52.5926,3/4,1785,1.57095
Macdowell,2.78416,3.12165,48.2222,6/8,1890,1.19225
Mahler,2.8046,2.954,50.5357,3/8,1892
Mahler,2.74515,2.5594,48.1429,3/8,1892
Mozart,2.32428,3.0072,41.6667,3/4,1787,0
Mozart,2.23395,2.30719,38.8889,2/2,1787,1.14012
Mozart,2.30042,2.73644,43.1078,2/2,1787,1.92322
Mozart,2.90517,3.02256,25.3968,6/8,1787,0.49715
Mahler,2.35341,2.79327,36.2996,4/4,1892
Mozart,2.50469,2.28802,83.3333,4/4,1781,2.28925
Mozart,2.37899,2.24708,84.254,3/4,1781,1.81128
Mozart,2.90533,2.85554,90.6032,2/2,1781,1.9943
Mozart,2.58952,2.65505,47.037,4/4,1778,1.93291
Mozart,2.60138,2.9278,40.8333,4/4,1778,1.08631
Mahler,2.63296,2.6488,77.2789,4/4,1892
Mozart,2.7899,2.44022,58.9524,2/2,1778,1.93626
Mozart,2.41938,2.71078,49.6296,3/4,1778,1.68939
Mozart,2.77366,2.88888,41.4917,4/4,1781,1.64115
Mozart,2.48644,2.93456,30.3704,4/4,1781,1.15678
Mozart,2.10174,2.80678,52.2567,3/4,1781,2.09899
Mozart,3.06662,2.68163,71.2381,2/2,1781,1.94773
Mozart,2.096,3.16681,54.9534,2/2,1781,2.0681
Mozart,2.42083,2.50326,49.697,2/4,1781,1.45091
Mozart,2.90005,2.90531,67.5407,3/4,1781,1.74647
Mahler,2.09369,2.85123,44.9735,4/4,1892
Mozart,2.47618,2.78132,48.6386,2/2,1781,1.6843
Mozart,2.55504,2.68628,51.1355,4/4,1781,2.12095
Mozart,2.72472,2.4983,33.3333,3/8,1781,1.52193
Mozart,2.82272,2.77292,65.4248,2/4,1781,2.18681
Mozart,2.16993,2.26078,33.3333,3/4,1781,0.985228
Mozart,2.52926,2.71945,22.4,2/4,1781,0.991264
Mozart,2.15503,3.00687,24.5614,4/4,1781,0.892943
Mozart,2.65656,2.73957,64.6667,3/4,1781,1.61401
Mozart,2.67926,2.8559,24.8889,6/8,1781,0.640206
Mahler,2.51761,2.86003,27.451,4/4,1892
Mozart,3.02717,2.97057,45.9548,3/4,1786,1.56945
Mozart,2.92745,2.7744,16.9697,3/4,1786,0.619382
Mozart,2.8152,2.62473,56.9231,2/2,1786,0.918296
Mozart,2.91044,3.00568,16.6667,2/4,1786,1.29879
Mozart,2.21086,2.93604,6.34921,6/8,1787,0.266765
Mozart,2.75392,2.54685,42.6667,6/8,1787,0.978016
Mahler,2.4275,2.90568,19.0476,3/8,1892
Mahler,2.47136,2.59312,103.537,4/4,1892
Mahler,1.91434,2.28778,45.7143,4/4,1892
Mahler,2.73713,3.02277,45.5263,4/4,1892
Macdowell,3.0902,3.12165,44.4444,6/8,1890,0.899744
Mahler,2.65226,3.02418,48.5714,4/4,1904
Mozart,2.98768,2.89179,66.2578,4/4,1788,2.19535
Mozart,2.59516,3.06306,52.0103,4/4,1788,1.72647
Mozart,2.66849,2.77869,51.9921,6/8,1788,1.6789
Mozart,2.90036,3.16421,77.1007,6/8,1788,1.57609
Mozart,2.98464,2.68948,9.69697,4/4,1788,0.258019
Mozart,2.75418,2.88809,12.2605,4/4,1788,0.905587
Mahler,2.8496,2.8496,81.5873,4/4,1912
Mozart,2.53122,2.72548,29.697,3/4,1785,0.988181
Mozart,2.60694,2.84535,41.1255,3/4,1785,1.19812
Mozart,2.68578,2.54162,44.7059,3/4,1785,0.764205
Mozart,2.98233,2.8152,71.1688,2/4,1785,2.10846
Mozart,2.20871,2.52182,23.4632,2/4,1785,1.50163
Mozart,2.95765,2.57266,38.022,3/4,1785,1.76885
Mozart,2.65564,2.82782,16.9697,3/4,1785,1.04085
Mozart,2.32583,2.24225,21.3345,2/4,1785,1.38425
Mahler,3.1076,3.01366,40.7407,4/4,1912
Mozart,2.85125,2.77626,114.519,2/4,1785,1.70573
Mozart,2.0438,2.52133,36.1111,2/4,1785,0.855451
Mozart,2.58583,2.5172,93.5183,2/2,1785,2.37456
Mozart,2.40831,2.20632,22,2/2,1785,0.558629
Mahler,3.44386,3.08307,48.5185,4/4,1912
Mozart,2.84145,2.76596,60.8774,2/4,1785,2.28925
Mozart,2.67449,3.01101,19.2,2/4,1785,0.591673
Mozart,3.2304,2.85022,72.77,3/4,1785,2.05678
Mozart,1.96535,2.4847,50.4167,3/4,1785,1.80776
Mozart,2.71922,2.93712,23.1602,4/4,1785,1.40411
Mozart,2.82878,2.82424,33.5531,4/4,1785,1.22105
Mahler,2.74145,2.44145,66.9325,4/4 6/4,1912
Mahler,2.90005,2.39428,103.872,4/4,1912
Mahler,2.5914,2.72531,38.1818,3/4,1912
Mahler,2.99157,2.99622,31.6667,3/4,1912
Mahler,2.81801,3.01669,43.5979,3/4,1912
Mahler,3.01219,2.61058,71.6527,3/4,1912
Mozart,3.09826,3.10565,35.8897,4/4,1788,0.966452
Mozart,2.81045,2.78401,39.9338,3/4,1788,1.97628
Mozart,2.77775,2.89629,45.7971,4/4,1788,1.52837
Mozart,2.70453,2.49808,24.4444,3/4,1788,0.684038
Nevin,2.70531,3.57906,43.3073,2/2 2/2,1896,2.15663
Nevin,2.9868,3.09264,80.8095,6/8,1898,1.91031
Nevin,2.82322,2.76596,73.0159,6/8,1898,1.28669
Nevin,2.83273,2.89913,37.4617,4/4,1898,1.62972
Nevin,2.22219,2.45312,45.119,4/4,1898,2.25691
Nevin,2.62452,2.87971,27.5758,4/4,1898,0.973784
Nevin,2.77366,2.79327,26.3333,3/4,1898,1.22073
Nevin,2.31432,2.71929,77.1237,4/4,1891,2.16264
Nevin,1.50163,2.80459,39.3299,4/4,1891,0.970951
Offenbach,3.0018,2.6423,27.2727,2/4,1864,0.764205
Offenbach,2.87749,3.12883,28.9855,2/4,1867,0.371232
Offenbach,2.87089,2.59358,64.7118,6/8,1858
Offenbach,2.28825,3.15932,44.9136,3/4,1858
Offenbach,2.88386,2.98347,55.4386,6/8,1858
Offenbach,2.8051,2.86452,4.0404,2/4,1858
Offenbach,2.71922,2.8365,12.6984,2/4,1858
Offenbach,2.63384,2.76582,16.1111,2/4,1858
Offenbach,2.78993,2.72013,35.5556,4/4,1868
Offenbach,2.9847,2.87165,21.1765,6/8,1868
Offenbach,2.49674,2.83743,23.8095,3/4,1850,1.06343
Offenbach,2.94684,2.68597,47.9167,6/8,1864,0.913283
Offenbach,2.51515,2.77791,34.7826,3/4,1850,1.29879
Offenbach,1.93957,2.66408,49.2754,3/4,1881,2.25271
Offenbach,2.37899,1.87102,38.0952,6/8,1881,0.918296
Offenbach,2.48853,2.51221,69.932,4/4,1866,2.1581
Offenbach,3.20782,3.04613,52.8395,3/4,1866,1
Offenbach,2.75687,2.77206,21.0526,3/4,1866,0.721928
Offenbach,2.92788,2.93642,49.3004,3/4,1866,1.71438
Offenbach,3.07923,2.78993,20,2/4,1866,1.08631
Offenbach,2.96888,2.86928,3.33333,2/4,1866,0.998364
Offenbach,2.6383,2.64229,46.3265,3/4,1864,1.32943
Offenbach,2.05108,2.78422,30.1754,2/4,1866,1.29546
Offenbach,2.64998,2.8388,46.3158,3/4,1866,1.57095
Offenbach,2.75163,3.32393,48.4444,2/4,1864,0.970951
Offenbach,2.85407,2.76805,50.0525,4/4,1867,2.20079
Offenbach,2.8693,3.27277,12.6984,6/8,1867,0.439497
Offenbach,2.73945,2.88347,28.4615,2/4,1867,1.42155
Offenbach,2.63684,2.64208,28.0702,6/4,1867,0.721928
Offenbach,3.05953,2.83731,67.1126,3/4,1867,1.7274
Paderewski,2.43925,2.57974,72.5806,2/4,1890,2.00606
Paderewski,2.66096,2.35887,28.9377,2/4,1890,1.10331
Paderewski,2.35021,2.01688,44.4444,2/4,1890,0.970951
Paderewski,2.43083,2.62922,19.6078,2/4,1887,0.918296
Paderewski,2.78242,3.12165,41.0276,2/4,1887,1.91289
Platti,2.6142,3.1796,17.931,4/4,1743,0.988699
Platti,2.58934,3.07834,57.0263,3/4,1743,1.62581
Platti,3.25687,3.03832,25.8824,3/4,1743,0.913283
Paderewski,2.65033,2.67079,73.7255,6/8,1888,2.24708
Platti,2.30937,2.89123,32.3474,3/4,1743,1.77144
Platti,2.95963,2.82625,10,6/8,1743,0.266765
Ponchielli,2.57077,2.59297,53.3333,2/4,1876,1.45656
Ponchielli,2.66297,2.92444,34.9206,2/4,1876,0.970951
Ponchielli,2.6385,3.23674,82.6551,2/4,1876,1.83905
Ponchielli,3.33418,3.2037,19.7531,2/4,1876,0
Ponchielli,2.79733,2.94964,76.592,2/4,1856
Ponchielli,2.34199,3.2216,65,2/2,1856
Paderewski,2.32316,2.59414,39.2222,3/4,1887,1.37789
Ponchielli,2.79409,2.79742,54.9726,2/2,1856
Porpora,2.70523,2.74717,44.7884,4/4,1745,2.03816
Porpora,2.91044,2.79661,49.2815,4/4,1745,2.01688
Porpora,2.45171,2.82048,76.6984,4/4,1745,2.29676
Porpora,3.08062,2.91777,71.5873,3/8,1745,2.38868
Paderewski,2.63796,2.66744,23.8095,3/4,1887,1.51984
